sample_id,cutting_speed,feed_rate,depth_of_cut,tool_nose_radius,material_hardness,tool_life,cutting_force,surface_roughness,power_consumption,material_removal_rate
4778,107.79,0.215,0.74,1.04,269.1,346.38,426.57,0.0012,0.693,17.59
4779,241.03,0.145,1.23,0.68,197.3,322.88,343.87,0.0006,1.651,41.64
4780,117.61,0.229,2.45,1.09,155.6,299.96,933.17,0.0011,1.812,70.34
4781,261.65,0.206,1.96,0.54,277.6,241.17,1075.05,0.0014,4.947,118.22
4782,114.71,0.457,0.87,0.77,237.4,227.01,962.27,0.006,1.872,47.23
4783,62.53,0.173,1.17,1.11,222.1,449.38,474.01,0.0008,0.484,12.37
4784,138.89,0.337,2.64,0.95,159.8,208.85,1420.6,0.0022,3.285,128.97
4785,219.69,0.42,2.62,1.18,172.8,168.86,1974.62,0.0027,6.694,222.8
4786,94.19,0.465,2.7,0.89,226.7,210.01,2767.31,0.0063,4.44,120.2
4787,208.78,0.128,1.22,0.94,157.4,374.39,231.89,0.0003,0.76,32.55
4788,163.53,0.319,0.82,0.54,274.9,228.13,700.36,0.0033,1.941,43.0
4789,139.73,0.29,0.87,0.53,207.6,253.27,552.07,0.0032,1.234,36.49
4790,229.69,0.474,1.13,0.65,166.6,172.29,903.06,0.006,3.544,129.14
4791,149.92,0.459,1.59,0.56,296.5,209.99,2015.84,0.0072,5.772,100.74
4792,178.01,0.354,2.15,0.5,197.2,212.85,1603.91,0.0045,4.346,132.15
4793,201.76,0.105,2.15,0.98,224.6,369.06,516.79,0.0002,1.665,46.15
4794,228.83,0.346,1.33,0.95,246.8,196.77,1156.94,0.0021,4.307,96.81
4795,290.97,0.251,2.27,0.88,156.4,206.31,828.62,0.0012,4.244,172.93
4796,132.26,0.306,2.08,0.98,273.1,244.42,1854.84,0.0022,3.952,84.66
4797,90.55,0.275,2.81,1.05,180.5,278.31,1332.05,0.002,2.069,62.5
4798,160.22,0.112,2.44,1.08,229.6,358.11,604.91,0.0002,1.667,43.46
4799,77.75,0.202,2.87,0.81,227.3,336.84,1261.26,0.0014,1.693,45.43
4800,160.9,0.46,2.42,0.67,232.7,173.37,2787.73,0.0056,6.702,176.24
4801,132.55,0.462,0.88,0.61,201.7,236.86,841.71,0.0067,1.757,53.99
4802,86.13,0.179,0.68,0.5,185.9,434.37,219.92,0.0018,0.308,10.53
4803,248.68,0.342,1.0,0.66,270.8,210.14,857.13,0.003,3.895,87.85
4804,251.43,0.11,1.35,0.77,238.1,362.16,328.81,0.0003,1.577,35.54
4805,167.37,0.154,2.13,0.58,274.3,341.37,991.11,0.0008,2.222,56.37
4806,291.58,0.417,2.39,0.56,185.6,165.0,1831.9,0.005,8.568,306.77
4807,83.26,0.467,0.59,0.48,275.7,268.21,786.72,0.0126,1.095,22.71
4808,109.91,0.347,2.99,0.7,150.2,257.57,1507.54,0.0041,2.937,120.29
4809,167.11,0.37,0.58,0.51,277.7,246.97,568.07,0.0046,1.757,39.18
4810,70.55,0.406,2.04,1.08,230.3,221.23,1809.86,0.0044,2.382,57.62
4811,114.03,0.463,1.8,1.04,226.0,202.72,2043.27,0.0051,3.597,93.05
4812,266.01,0.296,1.59,0.82,207.1,200.53,976.7,0.0017,4.302,125.97
4813,296.3,0.4,1.14,0.79,157.5,182.38,682.49,0.0035,3.705,128.57
4814,184.91,0.48,1.47,0.4,153.0,199.17,1105.51,0.0107,3.197,133.02
4815,152.89,0.35,1.88,0.88,192.3,222.38,1343.36,0.0028,3.196,93.79
4816,155.53,0.4,2.17,0.78,247.9,190.82,2069.88,0.004,5.524,125.5
4817,52.97,0.389,2.24,0.58,199.9,270.02,1731.52,0.0081,1.539,37.84
4818,168.02,0.215,1.13,0.99,191.4,309.62,476.04,0.0009,1.332,43.23
4819,120.5,0.257,1.21,0.83,270.5,313.48,860.95,0.0018,1.748,37.46
4820,190.97,0.291,2.64,0.55,173.7,219.91,1362.27,0.003,4.132,145.3
4821,273.34,0.458,1.65,1.16,296.5,176.55,2233.64,0.0028,11.016,196.85
4822,96.01,0.321,1.02,0.53,164.8,289.36,547.07,0.005,0.825,31.48
4823,277.94,0.167,0.56,0.71,233.3,359.76,210.44,0.0007,0.984,26.61
4824,160.67,0.482,2.03,0.8,204.0,197.66,2018.59,0.0056,5.649,161.75
4825,183.96,0.291,2.43,0.99,255.6,216.16,1831.12,0.0017,5.861,126.56
4826,272.78,0.347,1.89,0.94,174.5,180.23,1157.81,0.0021,5.031,179.14
4827,194.38,0.194,2.5,1.14,268.9,279.11,1389.59,0.0006,4.208,93.77
4828,159.55,0.173,1.15,0.87,210.6,325.74,428.57,0.0006,1.116,32.42
4829,237.35,0.198,1.61,0.74,164.7,268.05,516.86,0.001,1.879,75.16
4830,88.1,0.461,0.59,0.72,259.6,253.19,648.04,0.0079,1.049,22.78
4831,121.87,0.429,1.57,0.7,291.8,224.55,1973.83,0.0057,4.154,85.57
4832,141.89,0.314,0.51,0.83,238.6,281.48,393.81,0.0024,0.952,21.73
4833,141.86,0.381,2.98,0.72,287.8,215.45,3445.3,0.004,8.016,154.94
4834,258.74,0.433,2.46,0.64,228.3,157.14,2279.82,0.0048,9.991,290.0
4835,101.07,0.377,1.23,0.56,262.1,265.8,1277.45,0.0057,2.1,43.82
4836,102.0,0.167,1.47,1.03,176.5,334.18,420.02,0.0007,0.686,23.75
4837,276.52,0.465,1.47,0.58,214.2,182.12,1526.19,0.0063,6.77,182.76
4838,139.34,0.271,1.68,0.8,248.5,268.63,1196.84,0.0018,2.603,63.35
4839,217.06,0.36,2.88,0.71,244.2,178.71,2510.84,0.0034,9.562,224.78
4840,187.56,0.42,2.84,0.86,166.4,182.28,2033.3,0.0037,5.905,237.05
4841,118.66,0.271,2.01,0.81,293.3,261.69,1746.63,0.0019,3.051,64.42
4842,98.99,0.169,1.78,0.94,197.4,358.4,586.85,0.0007,1.02,28.62
4843,106.92,0.407,1.41,0.88,291.9,229.74,1655.46,0.0049,2.831,59.93
4844,239.04,0.145,0.65,0.48,186.4,373.32,180.02,0.0007,0.68,23.63
4845,221.08,0.42,1.77,0.78,290.6,184.92,2132.19,0.0043,7.721,162.24
4846,255.25,0.168,1.79,0.91,261.6,274.33,857.18,0.0006,3.573,73.41
4847,290.56,0.499,2.12,0.93,255.7,156.89,2612.3,0.0051,11.95,312.36
4848,161.71,0.274,1.22,1.03,211.5,244.29,716.73,0.0015,1.9,59.45
4849,225.43,0.256,1.38,0.47,237.3,220.32,868.61,0.0027,3.004,76.13
4850,89.87,0.119,1.57,0.53,253.6,447.14,492.77,0.0007,0.714,16.81
4851,72.58,0.188,2.78,0.58,202.2,340.78,1074.16,0.0017,1.324,38.17
4852,273.09,0.302,2.02,0.73,169.9,202.7,1097.52,0.0021,4.709,158.63
4853,113.42,0.451,0.96,0.81,269.4,248.79,1188.17,0.0059,2.175,48.56
4854,286.38,0.27,1.29,0.53,173.4,219.66,606.95,0.0026,2.948,105.31
4855,116.31,0.131,2.3,1.06,225.3,378.14,675.79,0.0004,1.314,32.57
4856,103.99,0.289,0.87,0.55,282.4,293.46,698.49,0.0039,1.252,24.11
4857,155.62,0.402,2.68,0.62,189.3,193.85,2142.97,0.0045,5.457,165.09
4858,294.5,0.372,2.93,0.63,272.3,158.81,3094.62,0.0038,13.096,326.18
4859,208.49,0.389,1.16,0.99,240.7,209.44,1166.55,0.0027,3.921,94.17
4860,85.32,0.318,0.56,0.56,192.2,338.82,344.51,0.0055,0.46,15.37
4861,62.55,0.171,0.6,0.46,200.8,469.01,196.21,0.002,0.198,5.86
4862,197.58,0.457,2.96,0.88,225.8,177.16,3249.22,0.0046,10.166,269.42
4863,62.25,0.277,1.49,1.02,178.6,318.29,811.3,0.0022,0.811,28.64
4864,158.74,0.401,2.12,1.1,259.9,202.14,2101.14,0.0027,5.708,141.94
4865,95.09,0.357,0.98,1.16,229.4,264.98,846.86,0.003,1.32,32.85
4866,206.81,0.304,1.82,1.11,158.9,230.48,866.25,0.0015,2.986,107.03
4867,202.85,0.432,1.67,0.52,195.9,182.58,1442.21,0.0066,4.684,141.96
4868,95.05,0.352,1.5,0.44,193.7,258.15,1048.14,0.007,1.647,50.37
4869,173.64,0.474,0.52,0.84,268.7,231.91,660.28,0.0047,2.089,43.39
4870,147.59,0.263,0.66,0.55,282.1,289.34,512.8,0.0023,1.082,27.21
4871,53.21,0.452,1.25,1.1,218.2,249.06,1283.67,0.0058,1.159,28.02
4872,201.85,0.29,1.67,0.64,196.5,222.23,960.16,0.0023,3.311,94.7
4873,207.5,0.107,2.2,0.46,248.4,356.05,636.85,0.0004,1.976,45.24
4874,113.26,0.133,1.31,0.96,237.5,402.33,426.4,0.0004,0.743,21.49
4875,286.57,0.3,1.75,1.02,263.4,190.73,1328.99,0.0015,6.578,151.17
4876,129.18,0.493,2.68,0.66,196.2,173.84,2761.58,0.0083,5.707,178.92
4877,275.85,0.3,2.38,1.04,292.0,204.57,2155.29,0.0015,9.542,195.8
4878,71.88,0.149,2.99,0.62,221.7,376.22,997.4,0.001,1.163,33.15
4879,281.35,0.188,1.54,0.64,188.7,275.81,517.39,0.001,2.826,79.01
4880,82.58,0.203,2.92,1.04,251.5,357.52,1483.53,0.0011,2.193,51.62
4881,268.16,0.223,0.98,0.58,250.0,269.74,615.53,0.0015,2.442,57.93
4882,127.54,0.446,2.44,0.74,244.6,196.33,2609.28,0.0058,5.523,126.65
4883,142.71,0.136,1.31,1.17,222.9,388.87,442.79,0.0003,0.841,25.07
4884,84.88,0.352,2.37,1.14,150.5,249.03,1271.87,0.0027,1.647,67.66
4885,144.66,0.106,1.77,1.08,198.2,398.52,374.87,0.0002,0.873,28.18
4886,260.37,0.323,1.33,1.09,243.3,210.79,1173.07,0.0016,4.294,110.75
4887,119.46,0.123,0.78,0.62,251.6,440.51,243.15,0.0005,0.512,11.46
4888,202.29,0.467,2.07,0.42,207.2,171.92,2197.92,0.01,6.485,200.38
4889,153.29,0.352,2.96,1.03,229.7,200.77,2423.89,0.0024,6.456,158.4
4890,56.79,0.263,1.36,0.97,151.9,318.17,582.61,0.0021,0.488,20.89
4891,245.63,0.444,1.28,0.82,249.5,172.53,1519.58,0.0044,5.723,140.78
4892,92.08,0.394,1.69,0.74,218.3,252.56,1333.84,0.0058,2.084,63.3
4893,245.4,0.331,1.42,0.41,168.2,200.43,811.86,0.0049,3.55,120.35
4894,213.29,0.189,1.72,0.57,226.4,276.14,725.24,0.001,2.508,73.81
4895,258.93,0.185,1.55,0.98,224.9,266.56,656.42,0.0007,2.975,76.67
4896,80.56,0.334,0.71,0.61,181.9,321.7,440.77,0.0052,0.571,18.89
4897,279.24,0.104,0.99,0.57,192.3,373.13,190.83,0.0003,0.815,27.73
4898,206.23,0.447,1.24,0.84,205.7,183.1,1084.94,0.0044,4.08,108.37
4899,146.51,0.424,1.63,0.49,155.8,201.64,1032.2,0.007,2.526,106.17
4900,269.36,0.347,1.48,0.89,194.3,195.89,1003.25,0.0023,4.39,144.22
4901,255.15,0.239,1.81,0.43,163.6,221.22,750.25,0.0023,2.985,105.61
4902,292.61,0.396,0.99,0.63,292.2,189.41,1066.34,0.0043,4.988,119.28
4903,108.65,0.341,1.39,0.6,254.3,237.79,1208.23,0.0044,2.262,56.28
4904,231.59,0.49,1.36,1.02,164.1,177.85,1116.87,0.0044,4.236,158.58
4905,286.5,0.152,2.98,0.52,222.0,290.39,970.33,0.0007,4.733,130.62
4906,285.19,0.212,1.18,1.09,264.7,246.45,677.89,0.0007,3.353,73.2
4907,198.56,0.387,1.99,0.44,201.8,200.27,1648.83,0.0057,5.647,162.98
4908,261.75,0.31,1.05,0.41,173.9,210.58,576.11,0.0038,2.485,82.69
4909,293.12,0.43,1.15,0.74,209.3,181.1,1020.03,0.0046,5.023,148.67
4910,50.69,0.307,2.49,0.61,215.9,287.43,1586.39,0.0046,1.516,41.55
4911,240.74,0.175,1.54,1.08,218.5,280.86,551.57,0.0005,2.163,61.07
4912,273.91,0.318,2.07,0.95,229.7,202.39,1566.53,0.0018,6.832,189.24
4913,203.24,0.288,2.96,0.98,276.9,218.04,2475.36,0.0015,8.395,181.02
4914,71.73,0.347,1.34,0.94,235.2,280.27,1045.08,0.004,1.297,27.34
4915,229.87,0.367,2.98,0.68,253.3,184.35,2838.91,0.0034,11.017,262.78
4916,79.76,0.495,2.86,0.7,236.6,203.02,3535.26,0.0106,4.822,118.11
4917,151.49,0.316,2.68,1.09,265.9,239.2,2411.64,0.0017,6.149,121.19
4918,191.86,0.22,1.63,1.06,286.9,263.31,959.47,0.0008,2.842,68.95
4919,257.52,0.366,0.77,0.96,247.1,219.43,691.11,0.0025,3.099,69.59
4920,142.65,0.464,1.79,0.4,254.8,175.07,2146.02,0.0108,4.769,114.44
4921,224.43,0.46,2.05,1.02,180.6,177.42,1692.74,0.0035,6.721,224.08
4922,288.77,0.352,1.53,1.04,173.0,187.16,985.09,0.0021,4.427,155.5
4923,93.57,0.207,1.43,0.44,166.3,335.96,514.28,0.0026,0.761,28.73
4924,131.96,0.151,2.97,1.18,279.7,307.87,1277.52,0.0004,2.611,60.32
4925,185.96,0.314,2.21,1.02,175.6,218.55,1171.37,0.0018,3.653,127.77
4926,197.11,0.137,2.78,0.9,298.5,321.06,1079.82,0.0004,3.615,70.15
4927,298.4,0.402,1.71,0.44,178.7,167.97,1224.73,0.0058,5.99,205.33
4928,285.84,0.317,0.55,0.96,160.7,247.64,295.29,0.0019,1.295,47.48
4929,226.13,0.458,2.41,0.65,203.0,162.22,2301.3,0.0056,9.113,271.32
4930,259.46,0.367,1.26,0.68,176.0,188.84,811.95,0.0033,3.61,122.53
4931,272.88,0.135,2.5,1.1,156.7,303.1,517.59,0.0003,2.422,83.83
4932,205.89,0.416,1.13,0.97,167.6,205.71,796.79,0.0031,2.713,94.08
4933,170.31,0.199,1.69,0.82,259.6,279.26,876.98,0.0009,2.327,55.11
4934,208.66,0.477,2.41,0.56,284.0,161.86,3338.38,0.0068,11.973,217.15
4935,71.01,0.407,2.57,0.59,185.9,233.23,2090.28,0.0081,2.336,77.33
4936,65.1,0.208,0.78,0.61,271.8,399.0,438.72,0.0022,0.482,10.95
4937,195.89,0.371,2.65,0.42,229.5,182.82,2319.64,0.0059,7.249,184.32
4938,69.64,0.434,2.64,0.79,153.1,229.98,1697.11,0.0068,2.191,84.68
4939,158.13,0.364,2.93,0.6,269.3,191.0,2959.91,0.0042,7.739,162.7
4940,59.29,0.199,1.3,0.75,294.8,381.87,716.76,0.0017,0.769,15.86
4941,276.1,0.461,0.82,1.12,228.6,196.99,894.95,0.0031,3.946,94.89
4942,254.11,0.113,0.96,1.17,216.8,384.09,232.2,0.0002,0.983,27.89
4943,130.19,0.395,0.9,0.88,150.0,224.54,514.13,0.0036,1.18,45.21
4944,278.7,0.402,1.98,0.58,191.2,183.33,1466.8,0.0054,6.691,229.34
4945,293.48,0.112,1.22,0.63,297.4,323.09,413.67,0.0003,2.067,39.4
4946,171.94,0.197,2.27,1.07,220.5,263.34,1018.86,0.0006,2.703,75.85
4947,164.43,0.307,0.6,0.58,271.2,256.67,489.19,0.0032,1.288,30.18
4948,255.53,0.483,1.23,1.03,202.9,187.34,1174.46,0.0038,4.426,139.39
4949,209.46,0.431,0.89,1.19,252.6,195.54,938.28,0.0028,3.475,82.02
4950,90.6,0.11,0.84,0.66,288.6,510.39,272.03,0.0005,0.392,8.9
4951,291.11,0.408,1.49,0.75,171.7,190.28,1021.24,0.0035,5.174,175.56
4952,52.95,0.335,2.43,0.99,246.6,291.22,2007.38,0.0037,1.715,39.79
4953,276.07,0.118,1.58,1.01,271.7,357.33,496.99,0.0003,2.451,55.97
4954,263.5,0.113,2.67,1.11,216.9,321.54,630.5,0.0002,2.868,66.1
4955,270.16,0.486,1.87,0.76,274.7,163.34,2439.38,0.0057,10.624,248.85
4956,208.89,0.434,0.97,0.66,217.3,205.5,947.86,0.0048,3.061,86.88
4957,198.39,0.359,1.9,0.89,283.1,221.26,1796.71,0.0028,6.676,125.7
4958,177.72,0.41,0.73,0.64,153.9,227.92,468.81,0.0052,1.466,53.46
4959,181.72,0.116,2.46,0.62,258.5,339.12,685.96,0.0004,2.36,56.01
4960,226.82,0.107,2.59,0.78,227.8,343.29,634.3,0.0003,2.52,62.08
4961,267.5,0.112,1.39,0.74,261.6,376.45,397.09,0.0003,1.789,42.13
4962,100.28,0.401,2.69,0.98,229.1,211.93,2367.84,0.0041,4.118,113.11
4963,84.69,0.428,1.78,0.69,246.5,231.31,1856.86,0.0077,2.684,63.97
4964,128.25,0.499,2.42,0.95,151.9,185.51,1563.6,0.0053,3.863,149.82
4965,122.73,0.133,2.38,0.94,291.0,357.35,987.67,0.0004,2.068,41.09
4966,186.87,0.412,0.6,0.46,164.4,235.21,377.3,0.007,1.337,48.63
4967,79.42,0.104,2.24,0.97,243.3,430.12,576.29,0.0003,0.756,19.46
4968,297.28,0.219,1.73,1.14,219.3,227.05,830.62,0.0007,4.039,102.37
4969,69.26,0.304,2.17,0.99,275.6,289.05,1611.82,0.0027,1.988,49.7
4970,163.22,0.219,0.82,0.72,196.2,319.81,356.54,0.0012,1.017,27.21
4971,221.8,0.118,2.58,0.87,158.8,335.51,493.76,0.0003,1.704,72.94
4972,84.08,0.216,1.37,0.69,234.8,329.45,677.16,0.0018,0.92,23.87
4973,78.06,0.254,2.13,1.18,220.9,325.8,1143.03,0.0016,1.458,43.52
4974,99.53,0.304,1.03,0.98,290.6,262.98,868.75,0.0023,1.426,27.93
4975,205.77,0.365,0.74,0.96,285.0,239.35,778.32,0.0024,2.871,58.08
4976,146.44,0.427,1.85,0.73,257.9,199.11,2071.52,0.0049,4.737,116.45
4977,110.0,0.282,2.14,0.79,185.4,255.72,1140.07,0.0024,2.223,68.99
4978,153.83,0.25,0.9,1.04,207.2,272.31,493.34,0.0011,1.209,36.73
4979,215.06,0.378,1.81,0.85,159.9,198.76,1147.3,0.0028,3.958,152.62
4980,231.4,0.373,3.0,1.04,244.1,175.24,2623.75,0.0024,10.334,279.44
4981,291.21,0.435,2.47,0.51,153.4,141.07,1683.5,0.0063,7.639,309.73
4982,234.75,0.178,1.97,0.99,241.2,273.33,853.27,0.0005,3.213,87.22
4983,286.73,0.489,1.83,0.88,237.2,158.85,1997.49,0.0047,10.098,247.14
4984,96.54,0.455,2.4,0.89,157.1,222.47,1853.0,0.0065,2.674,107.71
4985,168.36,0.205,1.69,1.16,273.0,291.44,963.39,0.0006,2.704,62.39
4986,150.97,0.229,1.26,1.07,273.8,280.11,825.4,0.0009,1.849,41.55
4987,60.43,0.344,1.28,0.41,214.6,291.05,990.0,0.0079,0.954,27.32
4988,299.28,0.134,0.72,0.97,262.3,315.64,246.86,0.0003,1.305,29.79
4989,144.05,0.339,2.7,0.64,154.6,224.77,1438.55,0.0035,3.315,135.5
4990,53.0,0.368,1.95,0.47,294.9,297.91,2259.41,0.0087,1.968,41.82
4991,291.84,0.153,2.4,0.86,276.8,292.82,976.55,0.0005,5.156,106.3
4992,51.25,0.295,2.71,1.14,248.6,288.58,2105.81,0.0023,1.714,34.67
4993,142.98,0.145,1.08,0.56,291.6,379.32,474.48,0.0007,1.049,23.27
4994,75.17,0.424,2.96,0.93,273.8,208.45,3351.32,0.0055,4.301,91.86
4995,94.89,0.128,2.69,1.02,278.9,382.63,905.38,0.0004,1.429,34.62
4996,61.62,0.131,1.56,1.06,196.7,438.11,400.75,0.0005,0.416,14.15
4997,161.92,0.258,0.57,0.9,265.0,324.85,400.35,0.0015,1.044,24.84
4998,200.29,0.178,0.85,0.47,269.8,342.91,442.35,0.0012,1.341,32.0
4999,270.37,0.336,2.15,1.12,243.6,187.67,1826.98,0.0017,8.186,207.41
5000,118.39,0.26,1.68,0.52,217.8,275.09,893.92,0.0029,1.729,49.86
5001,207.04,0.101,1.66,0.98,288.9,391.11,515.6,0.0002,1.623,36.32
5002,268.68,0.356,0.76,1.15,176.5,190.5,429.71,0.0021,2.266,70.29
5003,86.15,0.15,2.56,1.0,216.4,344.87,834.27,0.0006,1.263,32.01
5004,74.16,0.281,1.98,1.19,163.4,312.2,886.74,0.0018,1.188,39.73
5005,241.1,0.436,2.25,0.75,189.4,162.56,1937.37,0.0044,7.329,246.32
5006,131.99,0.412,1.57,0.86,213.3,207.22,1341.36,0.0039,2.958,84.04
5007,135.39,0.308,2.86,0.68,154.7,223.88,1444.16,0.0028,2.89,113.48
5008,279.75,0.219,2.93,1.07,252.6,207.1,1660.74,0.0008,8.042,170.51
5009,124.04,0.312,1.67,0.67,220.8,248.07,1137.99,0.0034,2.613,64.75
5010,260.4,0.311,2.87,0.68,187.9,181.93,1724.66,0.0024,7.589,239.49
5011,63.6,0.384,2.48,1.19,212.4,271.42,2141.85,0.0037,2.067,58.57
5012,83.23,0.491,1.18,1.01,217.5,233.54,1253.33,0.0074,1.637,46.41
5013,236.92,0.237,1.76,0.49,277.5,227.14,1215.12,0.0021,4.593,92.61
5014,56.89,0.226,1.37,1.13,298.9,371.45,1044.61,0.0013,0.883,18.15
5015,212.32,0.424,2.82,0.71,214.0,181.34,2509.54,0.0046,8.639,233.47
5016,129.23,0.454,1.78,1.16,198.2,208.01,1508.1,0.0036,3.257,102.54
5017,70.12,0.316,2.25,1.13,249.3,275.87,1868.09,0.0025,2.139,52.35
5018,176.51,0.107,1.2,0.53,157.7,398.48,206.87,0.0004,0.597,21.49
5019,222.44,0.424,1.2,1.05,190.7,190.91,935.28,0.0031,3.735,98.0
5020,231.32,0.36,2.63,0.55,249.2,184.2,2239.5,0.0041,9.139,209.01
5021,210.1,0.188,0.98,0.74,158.8,283.75,273.42,0.0008,0.983,38.72
5022,149.45,0.129,2.27,0.62,228.1,351.84,660.39,0.0005,1.672,43.02
5023,182.72,0.149,1.68,0.64,264.2,323.8,703.89,0.0006,2.109,44.04
5024,159.53,0.27,2.67,0.52,221.7,225.57,1617.79,0.0026,4.441,118.52
5025,229.94,0.454,0.67,0.79,234.7,204.21,694.69,0.0047,2.633,71.85
5026,66.9,0.288,2.0,1.17,254.8,273.71,1510.11,0.0021,1.559,39.92
5027,78.62,0.236,2.43,1.06,201.8,287.85,1206.36,0.0015,1.497,41.87
5028,67.05,0.144,1.05,0.64,299.6,496.67,441.15,0.0009,0.52,9.93
5029,270.61,0.366,1.63,1.06,185.5,183.76,1130.21,0.0021,4.83,168.0
5030,102.51,0.29,0.84,1.0,236.6,316.25,576.31,0.002,1.005,22.61
5031,250.52,0.388,1.68,1.06,211.5,179.39,1406.85,0.0024,5.861,157.29
5032,230.89,0.365,2.55,0.81,284.6,187.49,3017.87,0.003,10.203,223.07
5033,110.65,0.137,2.88,0.5,252.9,336.72,1062.55,0.0009,1.802,44.56
5034,166.95,0.111,1.57,0.96,184.8,384.83,295.05,0.0002,0.902,30.27
5035,242.45,0.167,2.48,0.58,214.5,272.04,971.79,0.0009,3.636,101.59
5036,180.82,0.365,2.3,0.78,188.6,205.6,1584.01,0.0031,5.076,154.37
5037,209.56,0.262,0.78,1.0,197.5,263.22,429.97,0.0013,1.436,46.75
5038,207.6,0.133,2.16,0.56,208.8,354.03,604.41,0.0006,2.184,58.89
5039,120.17,0.259,2.12,0.55,225.3,254.35,1263.42,0.0028,2.578,67.53
5040,149.81,0.404,0.65,0.45,199.8,241.14,486.57,0.0071,1.156,40.45
5041,247.06,0.299,1.24,0.81,159.4,208.67,582.44,0.0021,2.455,93.27
5042,256.36,0.107,2.93,0.77,286.5,345.44,878.66,0.0002,3.642,81.03
5043,260.02,0.317,2.8,0.99,160.8,192.01,1393.9,0.0019,6.651,237.38
5044,209.24,0.369,2.73,0.7,232.1,184.94,2192.31,0.0035,7.766,219.84
5045,135.89,0.215,1.73,0.54,180.6,285.07,672.06,0.0019,1.651,49.85
5046,137.8,0.199,1.49,1.17,213.5,315.07,585.38,0.0007,1.477,42.09
5047,290.92,0.152,2.35,1.05,223.3,309.53,798.75,0.0004,3.911,97.78
5048,234.65,0.312,2.08,0.48,164.6,207.69,1062.73,0.0039,4.088,146.74
5049,177.25,0.355,2.9,0.86,164.4,187.33,1587.23,0.0026,5.029,167.28
5050,129.17,0.216,2.92,0.87,189.3,283.28,1160.79,0.0011,2.67,87.49
5051,284.35,0.166,2.65,1.08,205.0,252.75,932.07,0.0004,4.15,122.84
5052,288.27,0.297,1.68,0.5,225.6,197.27,1173.13,0.0029,5.288,150.34
5053,109.27,0.112,1.84,0.86,199.3,414.18,404.86,0.0003,0.716,22.03
5054,107.45,0.253,1.73,0.47,165.2,271.11,789.19,0.0031,1.261,46.98
5055,177.19,0.244,2.53,1.03,253.4,241.73,1688.94,0.001,4.307,115.72
5056,269.99,0.494,1.29,1.04,225.1,149.73,1380.48,0.0042,6.374,168.08
5057,237.89,0.387,1.17,0.54,275.4,216.07,1251.44,0.0048,5.125,116.77
5058,227.61,0.155,0.5,0.47,207.0,377.07,158.93,0.0009,0.589,17.77
5059,83.1,0.217,2.07,0.41,295.2,328.65,1445.15,0.0032,1.895,37.19
5060,197.31,0.365,2.65,1.09,154.2,181.59,1434.07,0.0021,4.594,193.49
5061,242.98,0.411,2.14,0.54,258.0,187.18,2464.39,0.0056,9.485,214.41
5062,206.76,0.329,2.61,0.7,197.4,225.47,1707.84,0.0028,5.544,180.61
5063,180.74,0.218,2.77,1.0,222.0,267.37,1260.19,0.0009,4.057,104.68
5064,205.52,0.252,1.83,0.47,265.5,241.38,1205.39,0.0023,4.139,101.74
5065,153.38,0.247,0.86,0.88,274.2,294.38,546.46,0.0013,1.476,32.53
5066,259.51,0.469,1.99,1.11,162.7,158.14,1439.7,0.0035,7.093,230.38
5067,252.66,0.108,1.34,0.59,169.4,356.77,246.33,0.0003,1.073,31.83
5068,231.91,0.457,0.8,0.47,198.1,187.08,725.91,0.0081,3.033,81.24
5069,150.27,0.423,1.17,0.71,152.0,228.43,796.75,0.0049,1.894,72.99
5070,261.36,0.298,1.28,1.2,159.7,222.98,603.72,0.0014,2.585,104.92
5071,221.43,0.287,1.81,0.54,167.4,215.1,904.28,0.0027,3.288,116.41
5072,272.52,0.411,2.75,0.53,259.7,159.71,3005.59,0.0054,13.309,268.87
5073,205.77,0.407,2.42,0.98,165.3,187.4,1734.16,0.0029,5.961,213.9
5074,106.73,0.23,2.89,1.08,174.7,267.73,1343.41,0.0011,1.811,71.97
5075,268.83,0.45,2.26,0.41,216.1,163.62,2335.41,0.0086,9.813,284.14
5076,125.11,0.235,1.95,0.62,286.6,281.32,1314.32,0.0019,2.741,60.38
5077,138.49,0.435,1.56,1.08,191.6,207.02,1191.41,0.0035,2.961,87.61
5078,133.68,0.415,2.37,0.69,298.8,183.69,3193.18,0.0054,7.251,138.65
5079,84.43,0.378,1.4,0.81,204.8,279.13,1105.97,0.0045,1.515,45.57
5080,153.0,0.251,0.72,0.74,221.9,297.68,394.8,0.0016,1.039,27.15
5081,106.4,0.202,1.99,0.47,158.8,329.49,644.81,0.0021,0.99,41.72
5082,286.8,0.196,1.1,1.12,247.0,272.26,524.93,0.0006,2.662,58.23
5083,208.34,0.366,0.67,0.94,248.8,225.55,614.03,0.0024,1.998,56.15
5084,275.33,0.231,0.67,0.94,240.8,259.56,329.95,0.001,1.801,41.33
5085,152.45,0.162,2.87,0.54,212.9,308.59,1014.34,0.0009,2.713,65.8
5086,132.38,0.385,0.91,0.88,209.7,274.45,751.43,0.0034,1.748,45.34
5087,174.49,0.271,1.44,1.05,177.3,251.15,693.84,0.0012,1.825,69.21
5088,239.22,0.288,2.59,0.72,274.1,214.02,2096.65,0.002,8.697,189.35
5089,140.38,0.136,2.65,0.72,169.9,329.7,637.24,0.0005,1.446,53.25
5090,72.02,0.379,2.02,0.57,285.1,248.16,2117.77,0.0072,2.574,54.01
