material_to_cut,blade_material,cutting_angle_deg,blade_thickness_mm,cutting_speed_m_per_min,applied_force_N,operating_temperature_C,lubrication,friction_coefficient,blade_lifespan_hrs,wear_estimation_pct,cutting_efficiency_pct,performance_score
Steel,HSS,16.074094457774105,9.64383845556332,145.13810057252437,764.1015471894563,341.0000920742399,True,0.407,0.35,27.6,72.2,53.7
Steel,Carbide,23.760562547289346,6.184543659261823,81.58024413754984,1656.1866012771272,529.6736626534826,True,0.421,2.13,34.3,78.0,56.6
Titanium,Carbide,19.47999748239125,9.305743882213147,77.63955385995536,149.96033507093833,459.1367388130274,False,0.747,0.8,42.6,77.1,34.4
Aluminum,HSS,16.019784889924466,2.178929783726127,161.18083608869114,484.35256016349626,421.1322578751379,False,0.509,2.31,52.5,72.7,32.2
Titanium,HSS,20.40826029793429,7.101226271055183,29.555843123533798,395.04731870228363,586.593642198295,True,0.525,0.36,19.7,73.2,54.1
Steel,HSS,12.417806244768501,4.455636015412962,156.6645928766091,1501.878300086533,322.3579238335517,False,0.638,0.32,57.6,70.8,27.3
Aluminum,HSS,19.609334022887413,5.45463196772189,166.49148533052232,692.964826297636,23.667963183375676,True,0.232,2.96,25.5,72.8,58.5
Titanium,HSS,13.213524965654006,8.984699161717518,113.88763272552819,1568.522816525091,268.83906879949586,False,0.826,0.25,59.2,79.1,32.1
Steel,HSS,10.593228140299722,9.840168758069957,183.82665717434273,178.80524348143067,76.0117264283619,True,0.486,0.36,30.0,72.2,51.7
Steel,Carbide,17.19448095044585,3.971935635466819,105.15573868649321,1255.419597820301,87.54319464608017,True,0.48,1.74,25.4,87.4,57.9
Titanium,Carbide,18.73755119300369,9.586026282826413,52.05560025725199,704.6193763097606,167.84252898368229,True,0.474,1.04,17.3,81.6,58.4
Titanium,HSS,14.185871223591285,7.509815591053753,85.05175676720111,455.14787699078136,241.19297646294393,False,0.82,0.24,41.7,81.5,33.6
Titanium,Carbide,16.31001462711003,9.611311314858167,183.05615106759552,1651.8534855937417,299.3277580826204,False,0.838,0.71,65.6,61.6,23.2
Steel,Carbide,18.88132149711914,6.49893598896968,198.87289189838967,883.2752348334773,118.49563804499566,False,0.658,1.64,53.0,64.2,29.8
Titanium,Carbide,20.35420103115019,9.686050279931765,95.93371405810701,1186.0962346992083,200.79781993424584,False,0.747,0.75,42.6,76.3,34.5
Steel,Carbide,22.911429581661523,9.13964366517947,50.03237820685841,162.85930318112997,180.39286551008874,False,0.694,2.11,29.9,74.8,40.3
Titanium,HSS,12.090884125286562,3.0287339298035683,71.53927044214481,1604.0865828290173,231.84352208820232,False,0.774,0.24,45.9,79.9,34.3
Steel,Carbide,24.02954505705187,4.486319416813844,119.59334165251352,645.0768365235806,82.63452173306047,True,0.43,1.68,18.6,78.6,56.0
Steel,Carbide,17.74559620246175,3.944505532100095,122.97726528988638,1417.4716617659167,250.45775479016586,True,0.41,1.55,30.8,80.3,55.9
Aluminum,HSS,20.754037653978955,6.576794608402056,133.4106932048444,1544.9017110935795,341.5232826121793,False,0.556,2.48,58.7,77.9,32.7
Titanium,HSS,18.995380869628768,8.422395452047402,170.36360706305845,322.5208891984022,76.2299114028967,True,0.502,0.22,23.0,70.1,52.7
Titanium,HSS,9.111434506968132,8.07529157509505,148.018547303845,662.2110715516718,322.04673235097465,True,0.476,0.24,37.1,75.3,50.2
Steel,HSS,6.428767660176566,7.813993058267814,66.95124077045125,1474.5361557803271,458.4294572946612,True,0.359,0.46,29.1,73.4,51.1
Steel,Carbide,19.525729280362405,5.002119005884687,91.10793092528007,541.1373401445012,24.77901933612197,False,0.715,1.76,34.2,82.9,39.0
Steel,HSS,15.221053355891529,3.1170950530226236,171.16698508472243,1711.5305089036399,47.566366976795,False,0.71,0.42,51.9,70.5,29.0
Aluminum,Carbide,19.044267368166494,3.684668429028794,134.008880709028,692.7497086779847,290.5550883888936,False,0.494,7.27,43.9,79.2,47.4
Aluminum,Carbide,14.536856078309196,7.933419677186661,49.95524868405023,864.4273943765,526.2109820191204,True,0.284,8.73,27.8,81.1,69.0
Steel,HSS,11.24469040833008,3.180274712476506,78.59698473445734,289.51235973473683,598.7174534116568,False,0.685,0.4,45.8,79.8,34.8
Titanium,HSS,10.700358185191366,3.7835736394681687,162.39636423756224,380.5827253578173,74.16841405274207,True,0.526,0.21,20.9,77.7,52.7
Titanium,HSS,19.610642617399883,5.39642122298793,50.976942198208505,623.301093658973,30.638336194589012,True,0.522,0.27,8.2,83.2,57.6
Aluminum,HSS,10.535601629315494,2.576899445499704,144.3891174897403,192.92677367395663,152.68655481727532,True,0.291,2.92,16.4,76.5,61.7
Aluminum,HSS,19.293537418508418,3.7015364861610385,121.43657652168315,466.7613315177126,291.13273988184557,True,0.314,3.21,19.1,87.3,63.2
Steel,HSS,12.67920252634757,3.1981450187298925,46.545483152206124,876.9917506656554,351.6416288181461,True,0.436,0.46,21.5,79.0,55.2
Titanium,Carbide,20.41796808637605,9.610574263294723,143.99820632556856,821.9282690477731,584.6212488560718,True,0.443,0.88,42.0,70.4,49.5
Steel,Carbide,7.856198515653392,3.532207084359113,45.62281471793055,477.51932167128376,535.3089413724826,False,0.68,2.27,42.2,75.1,37.3
Aluminum,Carbide,9.09959886408691,8.89415768136315,91.71840423974261,252.85629932155712,346.01724442775355,True,0.341,8.08,23.1,82.3,68.5
Titanium,Carbide,18.71823211440327,2.918385530132867,75.54078641441365,704.4808861847092,229.7940291893845,True,0.451,0.85,16.8,83.1,59.5
Titanium,HSS,16.204622403965253,8.957385058420058,144.20179148365236,1516.1585544387024,206.35232878662032,True,0.464,0.22,37.0,77.7,52.3
Aluminum,HSS,9.077566852431984,6.795470290187757,160.82522418919743,1069.189187134819,352.12230987251405,True,0.295,2.55,33.2,72.9,56.0
Steel,Carbide,23.056540234536435,8.797647385796942,50.296984752064425,1898.9275510178627,438.38464792414794,False,0.695,1.95,52.7,69.9,34.4
Steel,Carbide,10.518882948252926,8.93878950829886,166.1594136678095,365.78402271304753,299.36617757941616,True,0.393,1.6,30.5,70.3,52.6
Titanium,Carbide,13.421427963872677,6.7709882453392725,21.29853007902041,493.9040948420621,196.55129222052477,False,0.79,1.25,25.1,73.0,40.2
Aluminum,HSS,9.045758837450759,9.341553227160192,115.41053852165594,632.569113914094,375.6359076049747,True,0.243,2.56,21.6,79.0,59.9
Titanium,HSS,12.760552366830284,6.683586331876984,113.0220001774413,124.70360964477834,343.6063493648797,False,0.82,0.26,47.2,87.9,35.1
Aluminum,HSS,14.832935002229483,7.7005206230270025,132.28785753532753,1892.4229090680744,267.8736383449241,False,0.498,2.63,60.9,75.3,31.4
Steel,Carbide,10.904941090258383,5.328643817350661,63.1460954602415,946.1912797416392,454.04635718230884,False,0.658,1.94,40.9,78.1,37.3
Aluminum,Carbide,20.381873463929665,9.312541555767899,21.774229387436257,1015.1340067391967,183.68826057899523,True,0.283,9.84,11.7,73.9,73.6
Steel,HSS,12.878659572924942,8.593300311296213,101.85732490545189,399.9291103473179,301.25650091029667,False,0.636,0.4,39.5,85.9,35.9
Aluminum,HSS,19.59019999917534,3.33370489293542,32.85311802648582,1758.1256112043761,565.3969249276796,True,0.266,3.78,35.3,69.3,54.7
Titanium,Carbide,9.141443507804867,6.61110280163759,180.59489962523628,1416.0012496218305,439.24063867322127,False,0.749,0.76,70.6,61.3,24.3
Steel,Carbide,12.540709935863575,9.174618632695571,51.259938624051216,919.5858762954293,245.02369777931247,False,0.769,2.38,36.4,76.1,39.6
Titanium,HSS,5.161165777910703,8.344515949271607,96.5419341497589,1768.145843627579,336.7830849583168,True,0.489,0.28,34.6,79.2,52.3
Titanium,Carbide,20.172751678274235,9.7004222452906,98.12007024326907,1820.3697027022,255.1795003638852,False,0.802,0.93,50.5,76.1,31.5
Steel,HSS,17.517732886609682,3.8504134955807583,119.51563661087685,194.01302797231145,85.27784973308343,True,0.393,0.41,17.6,86.5,56.8
Steel,HSS,21.356466498409123,4.939677065043824,160.8558227786715,326.71672045446815,214.2635766624074,True,0.429,0.35,27.4,76.8,53.7
Titanium,Carbide,14.112215762054266,6.0575351041450505,104.98666709158032,152.49376877697287,519.0570183195423,True,0.485,0.97,31.5,84.3,55.7
Titanium,Carbide,20.994812874256784,3.8613533602181196,24.635588099685158,1205.2874694867016,287.49715755017996,False,0.824,1.22,37.4,68.7,36.0
Titanium,Carbide,17.951650885419568,5.152362041510552,158.7998740115161,514.0933343348484,359.08975028127423,False,0.786,0.74,57.2,72.9,28.5
Titanium,HSS,5.072258650684773,6.30031363539466,34.79119663176047,1705.3633587126853,125.23912041895122,False,0.782,0.36,42.3,66.3,30.5
Steel,Carbide,10.07388590177024,3.5307136240107253,135.47959260659553,985.236334983418,226.6141688623472,False,0.682,1.77,47.6,80.1,37.3
Steel,Carbide,14.87782704412496,4.053502549620645,164.61731155734117,1691.6485181488417,558.9388912387058,False,0.693,1.61,76.5,66.0,24.9
Titanium,HSS,17.373746994239426,2.9987399984703558,70.88423104658787,1155.6499245781727,202.26238732799715,True,0.485,0.29,22.1,79.8,54.6
Aluminum,HSS,6.3118172932927425,7.707051279085988,100.83916670312561,1612.718814645192,165.32541771768305,False,0.54,3.22,42.7,77.6,38.2
Aluminum,Carbide,19.101598563675836,4.892415412289064,22.580451593446995,806.5245155747513,52.42189379262085,True,0.338,9.43,5.0,73.9,75.1
Steel,HSS,15.870721952945196,3.762129225470307,164.69753592617937,1896.2482970382346,76.39387464175672,False,0.694,0.39,54.7,68.0,30.7
Titanium,HSS,15.515586136365712,6.05859319344762,146.58699618574747,1367.6015726787712,359.1778160898254,False,0.875,0.25,63.8,70.9,26.7
Titanium,HSS,10.840911161958303,2.5459944454819814,61.64973098981175,1231.4320343560846,402.819023293885,True,0.495,0.3,28.8,76.9,52.2
Steel,Carbide,16.896461989811538,9.387252850547158,90.24071561584206,769.4776992659638,392.11667824206256,True,0.438,1.63,22.8,86.3,60.3
Aluminum,Carbide,5.549857792635493,4.355740169258114,145.15697032420005,1880.6495599185055,333.1010072636504,True,0.325,7.95,41.8,74.6,63.5
Aluminum,HSS,6.294006610079769,9.091714785470897,84.4693619332172,741.6953604325867,304.7633526251274,False,0.538,2.9,36.4,80.0,41.9
Aluminum,HSS,19.67740174425683,5.980960522597176,49.23465960038596,1688.1329269296016,61.841732214750486,False,0.53,3.69,30.7,76.6,41.1
Steel,HSS,11.437826850679278,8.801203981685124,113.33099519802349,868.1856102638441,507.60329214830045,True,0.403,0.37,33.3,78.5,53.2
Aluminum,Carbide,11.939341512489676,3.976515526317156,150.24216265155917,1557.6496028530303,317.58684014644126,True,0.29,6.44,37.6,78.0,59.8
Steel,HSS,9.167704065129037,3.4021648179420243,77.74571126053026,1832.5680396033931,96.5105082039508,False,0.661,0.47,48.6,78.4,32.2
Steel,HSS,13.912413841998642,8.795294425878627,41.91900889600241,984.6535222254217,98.79268432819782,True,0.437,0.59,7.3,75.8,59.5
Titanium,Carbide,6.039868628226007,3.703391058973687,169.3179491261558,1099.6569032561872,317.5147825851993,True,0.509,0.67,36.3,65.1,47.7
Aluminum,HSS,11.007264471422273,7.969562794396641,65.50433596048217,727.6515212722924,161.85442828171955,True,0.331,3.42,11.4,84.5,64.5
Steel,Carbide,15.54247843555395,4.756670357277059,112.30669173918916,203.92177827283285,554.7396884369774,False,0.709,1.82,49.3,81.3,34.4
Aluminum,Carbide,14.31263843118274,7.985549811481291,144.44176690806376,1339.7142761652683,309.3903799989156,False,0.52,7.21,55.5,78.2,44.2
Aluminum,Carbide,24.993392862460674,9.261170127906642,77.07353607095973,327.32079662420574,587.4827427922054,False,0.451,8.38,37.1,74.1,49.8
Titanium,HSS,12.7752930423382,9.853107450298346,136.7545767270353,772.7119645217233,445.8120470785007,True,0.468,0.2,32.8,77.3,52.7
Aluminum,HSS,12.739981185086178,4.8784758181490675,102.74771115947509,764.0384287271783,490.2053559547902,True,0.285,2.6,29.7,83.3,56.8
Titanium,Carbide,15.071635548289207,4.94020667712437,122.6785979222923,386.9072570016916,245.5496820573432,False,0.844,0.81,46.3,83.6,34.1
Steel,HSS,8.806062205424595,9.851101894278838,126.30369865104969,1366.7496002369892,97.73205218542655,False,0.711,0.37,52.1,75.9,32.2
Aluminum,Carbide,22.526088459183157,8.892225042384307,168.3471236414395,431.73872855551514,420.0238718781617,True,0.31,6.35,38.3,67.7,57.5
Steel,HSS,16.44535577728897,2.3607357752910243,138.13872921836057,1578.839063441515,256.1012964970853,False,0.66,0.39,56.0,69.8,30.1
Aluminum,Carbide,8.842152783988448,6.5875998898121635,67.57520459319389,573.6302358510482,570.3514722730408,True,0.262,7.01,19.8,82.0,66.0
Steel,Carbide,20.868831827442648,3.4499581723875066,30.728781404920326,645.8462234553177,132.30670048194105,False,0.694,2.14,26.0,73.1,41.7
Aluminum,HSS,5.686643422857065,9.952100288745747,20.35739793352389,753.0837739013288,383.37200005897813,False,0.523,3.63,31.8,67.6,39.9
Aluminum,HSS,24.651284011708544,3.1113840989677897,182.7951292580592,390.2298656819858,522.3154853649125,False,0.474,2.77,54.3,63.2,33.3
Aluminum,HSS,22.30298669542743,6.474780900342933,189.57980932439713,925.1025245850637,253.6408486794039,False,0.544,2.92,59.6,62.7,29.7
Aluminum,HSS,16.592789110680396,7.321586960233465,36.94006777964023,252.6177360241366,573.1272191882895,False,0.477,3.81,36.4,74.6,39.4
Aluminum,Carbide,7.22591325514133,9.49651723723245,107.66965129080464,911.5205609265413,64.43761826524282,False,0.516,7.01,32.1,80.7,50.7
Aluminum,Carbide,9.305455465793429,8.778066493153496,47.2871366228962,745.833051624713,360.4169343873595,True,0.28,7.94,14.8,79.5,69.9
Aluminum,HSS,10.588703406271263,3.966038170622264,190.77483560673522,742.7043496991852,470.8842978163423,True,0.338,2.72,39.3,64.2,51.5
Aluminum,HSS,9.82063475807222,6.580991610340036,64.42985302805427,1355.281078506115,137.0480106438108,True,0.358,2.78,15.5,80.3,59.8
Aluminum,Carbide,14.950400209068915,9.628591663247066,110.29647720745982,1561.1434615086775,53.55732223366592,False,0.519,8.46,40.2,86.1,52.7
Steel,HSS,23.891207405342957,7.885734776839501,49.811634511925014,776.3971922849947,66.34061489895711,False,0.682,0.48,29.3,72.3,37.4
Titanium,HSS,13.88345169535621,7.50669078703915,79.89699521055121,597.8279149139682,205.15295903030182,False,0.774,0.26,37.4,84.9,37.0
Aluminum,HSS,18.23129136346811,8.039208634249253,68.02514496689255,1039.2639259737198,149.43958781164505,True,0.279,3.3,13.9,82.9,62.3
Titanium,HSS,18.771664119576464,4.580049511902558,105.57668773499341,1596.6662434018665,149.8562900524576,False,0.786,0.28,49.9,78.7,33.0
Aluminum,Carbide,22.431614505089655,7.834018155225889,95.56075316398672,1324.6886075081115,285.94216251303027,True,0.283,7.5,29.6,86.5,65.8
Aluminum,Carbide,5.676425751430385,3.8628380115753274,79.54360302806755,172.2025607736865,69.26159196521012,False,0.539,8.9,21.6,80.3,56.4
Steel,HSS,13.086601186950844,5.424822167262027,39.057971176714176,1011.8660951158995,597.3903650165197,True,0.424,0.48,31.1,76.5,53.4
Steel,Carbide,20.694702281721987,9.119430537508052,107.20766396125067,1982.8336209208317,423.568424602422,True,0.437,1.82,47.2,79.7,50.9
Titanium,HSS,21.297340299308924,2.1517691719260137,173.0374432564794,770.9423025936766,37.570147168230626,True,0.443,0.24,23.0,67.8,52.1
Steel,HSS,23.546652303480226,5.314549202018774,151.4402005854019,937.3619226496027,421.3044188423354,False,0.69,0.36,53.6,68.3,30.6
Steel,HSS,19.055887196360047,4.134574133912476,149.7034791492805,646.072789695602,479.2601138814376,True,0.439,0.39,39.8,76.9,49.1
Titanium,Carbide,9.90307892209487,3.588716931948875,85.89651261415557,1045.6199102244716,130.6420997594451,False,0.787,0.83,43.7,78.7,35.5
Steel,Carbide,15.113314861687563,8.708603371780098,147.51543452276925,405.75051288118254,507.3605431663721,True,0.43,1.89,35.5,80.0,53.5
Aluminum,Carbide,5.646905758377951,7.571988582759825,103.79566665198536,569.3259159159454,374.82370576949756,True,0.288,6.48,22.0,83.1,67.2
Titanium,Carbide,17.938566821964937,2.901061763291854,47.04969635087047,1452.298985957672,496.09632419694714,False,0.836,1.07,51.4,75.4,33.6
Titanium,Carbide,16.085904230175135,5.955706612009515,95.42895499604919,362.74490800416646,435.68232469068676,True,0.481,1.0,22.2,91.3,59.8
Aluminum,HSS,18.336725615225863,5.735246174616889,43.892953585687536,1859.6731509178255,428.6845965350053,True,0.282,3.85,30.2,74.0,57.1
Steel,HSS,23.602811067751908,3.140222352235268,40.606907403176464,685.1247761461123,111.77980479289329,False,0.71,0.46,25.0,74.5,39.8
Titanium,Carbide,18.74553223440863,8.398101607929666,24.15067552236993,1192.547684145416,203.16219688893185,True,0.49,1.42,10.5,72.8,59.2
Titanium,Carbide,11.408998607495224,4.933391771633598,70.91377417449499,711.4782873763653,323.48233575738084,True,0.509,0.87,21.2,80.8,57.2
Aluminum,Carbide,8.974733277403136,8.095502201283155,79.55746116355007,1008.2584739721357,85.27703164264341,True,0.264,8.26,12.1,85.0,72.5
Aluminum,HSS,22.092724136373096,3.5365009206576996,145.89986832892868,1817.2225232912049,297.52596704477526,True,0.272,2.95,41.3,69.2,50.7
Steel,Carbide,8.886642865475212,4.5205876929106585,116.84086127926106,230.29683550953618,278.2856918371486,True,0.427,1.93,25.9,86.4,58.0
Titanium,HSS,8.232191611907279,2.761367581621327,174.52094816959615,1727.050990744075,154.51553048668126,True,0.464,0.19,43.8,65.4,47.4
Steel,HSS,9.132241613619517,3.1478341579648657,51.76471280701817,1159.3900048346673,135.83631922602925,False,0.705,0.56,33.7,76.9,35.8
Steel,Carbide,15.176816962610136,9.065467922821863,67.87219625476652,1363.635391506006,163.47700811500988,True,0.427,2.14,18.1,80.7,57.8
Aluminum,HSS,7.4837488631891365,2.8729011534846203,189.39370000581482,206.18542690796383,370.9619221168275,True,0.273,2.44,30.6,68.3,54.5
Titanium,HSS,23.762366611934045,2.7658496582875456,99.92814460036658,1546.6583229050354,260.6723755063417,False,0.808,0.26,55.3,74.1,30.7
Titanium,Carbide,24.325074144801793,9.523018486693278,162.02916974875802,342.7789879499247,260.0962742121615,True,0.464,0.73,29.3,66.1,50.9
Titanium,HSS,24.476037065659977,7.1672276772861405,108.59017675690805,1933.1602416011158,125.40526235570768,False,0.753,0.22,52.0,77.2,31.4
Aluminum,Carbide,5.7824960963943965,2.8073278684353555,104.79541826463456,1618.6458248686267,476.6723326733545,True,0.3,6.85,39.5,80.0,62.1
Aluminum,HSS,23.923950529600635,9.77373391252841,46.660931845335625,1036.4491597929887,426.2200453906901,True,0.288,3.4,20.3,71.5,58.7
Aluminum,Carbide,24.948298652348505,3.176800084026377,173.21592997074552,1855.917218737164,268.8635363536698,True,0.281,7.44,40.6,62.9,57.9
Aluminum,Carbide,23.84858218690974,8.130765802283424,34.103950498574235,421.2392361129707,102.47711316058144,False,0.503,7.76,20.0,76.3,52.5
Aluminum,HSS,18.41877811525412,2.2788108931166917,75.84699703754748,1984.161531368916,434.52650490738466,False,0.515,3.1,56.7,80.8,36.1
Titanium,Carbide,19.024603048170015,6.996334378718492,141.2242529096323,1461.956185520418,541.3297183907755,True,0.463,0.79,51.2,75.0,48.5
Steel,HSS,7.445058797468953,6.373630976823167,111.30635914544537,286.918035876561,123.39191846798619,True,0.446,0.4,13.4,88.5,60.3
Titanium,HSS,22.48594154149925,3.664030483402409,178.6480988548765,1119.5238578625201,369.54304747641606,True,0.452,0.23,39.0,65.8,47.7
Steel,Carbide,6.19279169257543,7.14516914176333,27.073631501824867,1450.665100078557,266.09910522041486,False,0.683,2.41,35.2,67.8,37.8
Aluminum,HSS,11.354610932352795,6.936423945419109,136.89335350995145,1264.7422971886808,70.83720851532678,False,0.545,2.9,40.8,78.6,39.2
Steel,Carbide,24.82303290296374,8.386813723711814,105.94378471288248,905.5038579907124,440.9796654150667,True,0.396,1.95,26.7,80.9,58.1
Titanium,HSS,13.446557582059906,9.006992468803563,47.77612822417717,571.4714263288539,61.26538589370103,False,0.8,0.33,32.3,75.8,34.9
Titanium,HSS,7.623124479305174,6.080839525228528,153.78534328026683,552.6360374174242,427.29426386971653,False,0.777,0.21,56.9,69.0,28.9
Steel,Carbide,24.385893240981602,5.92236154787329,94.03523397308432,1861.2057057782756,183.06867867410497,False,0.743,1.59,46.9,73.6,36.4
Aluminum,HSS,24.682792940834723,6.972766167557582,115.68474276260304,546.0074262977105,348.08265650570087,False,0.475,2.63,45.3,82.4,37.5
Aluminum,HSS,8.740853704774288,7.833660713838505,194.10789194535948,1928.569564701131,113.06322839721263,True,0.351,2.35,41.8,63.6,49.7
Titanium,HSS,22.296076174803417,4.849369379534997,107.52141458453394,499.4291808208256,235.12018452074398,False,0.833,0.24,43.7,82.4,35.9
Steel,HSS,12.808466523877835,6.037135066929827,168.2071158005557,830.1391795736276,80.37190327097557,True,0.433,0.32,29.4,75.7,50.9
Aluminum,HSS,12.62736928973429,6.680833486585387,158.52395420142398,123.4145101917151,291.03610026147237,True,0.326,2.76,21.3,80.5,60.1
Aluminum,HSS,10.253952637938033,9.907024670687289,139.29582647248384,1815.9734848540038,143.70860737804605,False,0.559,2.53,56.9,75.1,34.9
Titanium,HSS,5.89420549109793,6.701697571647333,181.42618580306006,298.2681831308265,128.99967748583532,False,0.784,0.21,44.8,67.8,30.0
Aluminum,HSS,10.36017967370447,3.7934924059380535,65.28829644869256,778.9255929019344,82.14840263150805,False,0.505,3.13,27.5,79.1,43.8
Steel,Carbide,6.075538106661041,6.703918865922086,167.73882166417937,1700.7846072179993,463.9517252102379,False,0.7,1.85,69.1,62.8,26.2
Titanium,HSS,23.487440927199266,8.555996663592145,88.00174791152166,1604.6060836211086,390.9215288355252,False,0.777,0.24,53.1,77.9,33.4
Titanium,HSS,18.23441344785457,8.859229440089527,166.24836021461985,1698.8519381353922,111.00430125989499,True,0.468,0.24,33.7,70.1,49.7
Steel,Carbide,22.73245300032783,8.402003636744094,108.88196321819198,1836.8044224724108,294.00904487672386,True,0.429,1.93,39.5,78.7,52.3
Titanium,Carbide,19.345813629411413,9.105675322310734,174.38766552978245,1831.0344984344288,403.3130769562019,True,0.548,0.65,53.2,62.5,45.3
Aluminum,Carbide,7.625737421652785,4.67813073503302,181.07183678473754,1563.9484124624273,529.2798374358115,True,0.268,5.94,54.6,64.6,53.3
Aluminum,HSS,23.811630734705957,6.060564967621296,127.57589762314079,1206.604962417228,54.55184957291712,False,0.499,2.86,43.9,74.8,39.3
Steel,Carbide,22.99786107265534,8.236728768060352,111.37285222962409,1166.9436066124117,230.16586327447996,False,0.689,1.93,51.0,78.5,36.0
Aluminum,Carbide,11.961521558020713,4.115599606072787,160.99042579982014,124.54711580325646,377.2528821022497,False,0.517,6.91,42.9,74.6,44.1
Steel,HSS,7.23066680703353,4.9726515028136085,68.05751657225119,1472.8835093134228,29.05811540859485,False,0.717,0.42,35.3,77.6,36.0
Steel,HSS,19.083095015777474,8.649245236448095,22.762762624804594,530.6857589547371,161.24533329690124,True,0.38,0.58,9.5,75.8,55.6
Aluminum,Carbide,19.567226054734448,8.160685196963865,93.27702489585852,1674.5250958974523,452.04231028016295,True,0.305,7.76,37.9,79.3,62.4
Steel,Carbide,22.936580896814142,9.769596543328712,111.39934392141984,1152.2277618025207,226.32720784979242,False,0.638,1.66,47.5,80.4,36.0
Aluminum,HSS,6.053115189021598,9.967792468117201,73.50728949897616,1975.770971807686,69.0069489591032,True,0.334,3.52,28.0,77.0,58.2
Titanium,HSS,7.834076760547437,3.9259563757710323,89.00513871279813,499.51961979826984,383.42528816062975,True,0.428,0.27,26.2,86.0,56.4
Titanium,HSS,16.964975857583646,9.203599889389388,43.95048192489703,1474.584186331051,165.03062022326836,False,0.773,0.31,39.7,69.4,31.1
Steel,HSS,17.38263101740165,2.756124010800553,69.91218260620292,1140.3141601677096,426.95937404277703,False,0.713,0.43,51.1,75.7,30.4
Aluminum,HSS,5.672193246300125,7.678401671712444,63.217162624623235,1870.4330047274352,542.1014256074735,True,0.28,3.02,34.0,78.2,58.2
Aluminum,Carbide,12.938641021233169,3.7607951014044074,74.17763368881863,605.3880456026313,326.1582628621409,False,0.511,8.42,39.9,81.6,50.3
Titanium,HSS,16.68323462552098,4.402489255380502,73.82973989731744,212.93143540286127,367.5034383107733,False,0.854,0.32,37.9,85.3,36.2
Titanium,HSS,19.758226663034677,9.570569421316335,120.61430678857042,1133.344703275148,318.3554451135713,False,0.832,0.25,56.7,76.3,29.6
Aluminum,HSS,11.32301383556657,4.105209893873695,65.10744923529309,1091.0647399776938,494.1164122762131,True,0.286,3.44,23.9,80.1,59.2
Steel,HSS,14.678069860436828,7.385422953285042,189.37302740117994,692.2437179885236,160.19448985497084,False,0.693,0.36,51.1,64.9,30.1
Titanium,HSS,21.281097446240185,3.4250280629060494,112.02946946540028,1974.4218155990454,252.89542397265376,True,0.444,0.22,37.8,81.5,51.2
Steel,Carbide,24.07790127795481,2.747119820563901,43.21388115375814,232.45170589283836,539.118231123883,False,0.732,2.44,38.3,72.2,35.9
Steel,HSS,9.60629350779691,4.7145362027509155,70.3291286943711,1182.0881861050968,439.71469324867667,False,0.715,0.5,51.0,78.6,31.9
Titanium,Carbide,10.060844116397924,6.99356880631585,151.3563493044177,594.4121325544118,205.6497943177648,False,0.775,0.8,49.4,72.0,33.6
Steel,HSS,23.79636374867751,3.9835611500326493,22.458626908530942,103.63282214821784,502.9267186495993,True,0.43,0.62,9.2,67.3,54.5
Steel,Carbide,12.918223015253671,4.401350389373392,188.8072375154512,1976.9133612214448,158.5180421531753,True,0.373,1.42,49.1,68.3,46.5
Aluminum,Carbide,19.366966490414853,7.669838548851641,100.13184591064511,1015.0643897471658,387.8240245616231,False,0.511,7.92,49.6,82.1,48.9
Steel,HSS,17.245304574597526,2.8223681838509522,113.7942241311794,1728.661937642744,574.7450352945378,False,0.739,0.45,68.8,77.7,26.2
Aluminum,HSS,10.711753595881126,5.57524073442806,197.91420245111505,1696.1277553371567,353.33236835807065,True,0.322,2.2,45.4,67.5,48.2
Titanium,HSS,18.0712444391605,9.533876239057793,110.61255547987969,1643.3288966619216,483.6908673585623,False,0.808,0.26,67.4,79.3,28.0
Titanium,HSS,18.111318019139468,5.1757732993138,190.59391900315507,972.1327802214423,446.5498318681591,True,0.512,0.22,49.3,65.9,44.6
Aluminum,HSS,16.848863708181526,5.4736082238195145,184.74160084276775,1802.2600039245426,522.1181979223729,False,0.487,2.39,73.0,62.8,25.9
Titanium,Carbide,6.993216496990257,7.905634428858312,189.4367951599183,797.8172351978696,581.8832240509831,True,0.415,0.68,43.4,65.7,48.2
Steel,HSS,24.903436447480754,8.232092176262775,166.22715034862549,875.9351447086368,32.943603092204654,False,0.742,0.4,51.4,66.1,29.9
Steel,HSS,13.008329223416549,8.156851118244196,73.35165522039162,585.8398721164581,36.16446739788875,True,0.447,0.51,7.6,84.8,61.0
Steel,Carbide,17.76501970793978,9.982936199308577,82.34884708147666,951.3616442149038,364.76493338331375,False,0.71,1.76,43.1,82.3,39.9
Titanium,HSS,22.715233882252384,2.5716086998964585,85.69713227251536,1974.3503853416792,573.4623033498523,False,0.803,0.25,62.5,71.4,26.9
Steel,Carbide,13.465769768396727,9.858026277063995,196.25255113019512,1189.157258281828,301.69618213488036,False,0.725,1.72,67.5,60.1,26.6
Titanium,HSS,20.47850113611097,9.601516935979191,84.93599071498676,1679.0857240871742,507.072147086948,False,0.825,0.23,59.8,70.5,28.8
Steel,Carbide,24.43648849358812,8.817111202076465,39.564075659308486,600.3515433359664,465.38649680901597,False,0.695,2.01,42.8,69.1,36.8
Aluminum,HSS,12.178695205060965,5.633004606816334,160.0992010343273,1916.2493145330936,308.9863189117795,False,0.539,3.03,59.2,70.5,31.9
